kmeans_cluster,dbscan_cluster,RUL,RUL_class
2,340,2307.0,Healthy
2,-1,2255.0,Healthy
2,260,2912.0,Healthy
2,260,2885.0,Healthy
2,260,7471.0,Healthy
2,-1,4439.0,Healthy
2,260,5277.0,Healthy
2,260,5084.0,Healthy
2,-1,5029.0,Healthy
2,-1,4895.0,Healthy
2,-1,4840.0,Healthy
2,340,4651.0,Healthy
2,260,7882.0,Healthy
2,-1,4601.0,Healthy
2,260,5111.0,Healthy
2,260,5057.0,Healthy
2,-1,4868.0,Healthy
2,-1,4813.0,Healthy
2,340,4626.0,Healthy
2,-1,4574.0,Healthy
2,260,5248.0,Healthy
2,-1,4323.0,Healthy
2,260,2757.0,Healthy
2,-1,2519.0,Healthy
2,-1,2360.0,Healthy
2,340,2332.0,Healthy
2,-1,4546.0,Healthy
2,-1,4519.0,Healthy
2,-1,4494.0,Healthy
2,-1,4467.0,Healthy
2,-1,2387.0,Healthy
2,-1,4786.0,Healthy
2,-1,4731.0,Healthy
2,-1,4704.0,Healthy
2,340,4679.0,Healthy
2,340,4214.0,Healthy
2,-1,4241.0,Healthy
2,-1,4271.0,Healthy
2,-1,4758.0,Healthy
2,260,2704.0,Healthy
2,-1,2414.0,Healthy
2,-1,2120.0,Healthy
2,-1,2469.0,Healthy
2,340,2282.0,Healthy
2,-1,2229.0,Healthy
2,-1,2093.0,Healthy
2,-1,2834.0,Healthy
2,260,2809.0,Healthy
2,-1,2439.0,Healthy
2,260,2784.0,Healthy
2,-1,2622.0,Healthy
2,-1,2597.0,Healthy
2,-1,2570.0,Healthy
2,-1,2202.0,Healthy
2,-1,2175.0,Healthy
2,-1,2148.0,Healthy
2,-1,2649.0,Healthy
2,260,8075.0,Healthy
2,260,7939.0,Healthy
2,-1,10462.0,Healthy
2,260,10725.0,Healthy
2,260,10672.0,Healthy
2,-1,10487.0,Healthy
2,-1,10437.0,Healthy
2,340,10250.0,Healthy
2,-1,10197.0,Healthy
2,-1,10061.0,Healthy
2,260,10827.0,Healthy
2,-1,10802.0,Healthy
2,260,10777.0,Healthy
2,260,10752.0,Healthy
2,-1,10617.0,Healthy
2,-1,10590.0,Healthy
2,-1,10565.0,Healthy
2,-1,10538.0,Healthy
2,-1,10170.0,Healthy
2,-1,10143.0,Healthy
2,-1,10116.0,Healthy
2,-1,10088.0,Healthy
2,-1,10407.0,Healthy
2,-1,10382.0,Healthy
2,-1,10355.0,Healthy
2,-1,10328.0,Healthy
2,260,5220.0,Healthy
2,-1,5195.0,Healthy
2,260,10853.0,Healthy
2,260,5168.0,Healthy
2,-1,10223.0,Healthy
2,-1,10515.0,Healthy
2,260,7855.0,Healthy
2,-1,7666.0,Healthy
2,-1,7611.0,Healthy
2,340,7424.0,Healthy
2,-1,7372.0,Healthy
2,-1,7237.0,Healthy
2,260,8018.0,Healthy
2,-1,7993.0,Healthy
2,260,7966.0,Healthy
2,-1,7800.0,Healthy
2,-1,7773.0,Healthy
2,-1,7748.0,Healthy
2,-1,7720.0,Healthy
2,-1,7344.0,Healthy
2,-1,7317.0,Healthy
2,-1,7292.0,Healthy
2,-1,7265.0,Healthy
2,-1,7584.0,Healthy
2,-1,7556.0,Healthy
2,-1,7529.0,Healthy
2,-1,7502.0,Healthy
2,340,7477.0,Healthy
2,260,10880.0,Healthy
2,260,10699.0,Healthy
2,-1,10645.0,Healthy
2,340,10275.0,Healthy
2,260,5141.0,Healthy
2,340,10300.0,Healthy
2,-1,4975.0,Healthy
2,260,4792.0,Healthy
2,260,4655.0,Healthy
2,260,4600.0,Healthy
2,-1,4407.0,Healthy
2,-1,4353.0,Healthy
2,-1,5002.0,Healthy
2,-1,4103.0,Healthy
2,340,6886.0,Healthy
2,-1,6913.0,Healthy
2,-1,6940.0,Healthy
2,-1,6967.0,Healthy
2,-1,6995.0,Healthy
2,-1,6667.0,Healthy
2,-1,6697.0,Healthy
2,-1,4132.0,Healthy
2,-1,6722.0,Healthy
2,-1,7127.0,Healthy
2,-1,7154.0,Healthy
2,-1,7180.0,Healthy
2,-1,7207.0,Healthy
2,260,7341.0,Healthy
2,260,7366.0,Healthy
2,-1,7392.0,Healthy
2,260,7417.0,Healthy
2,-1,6638.0,Healthy
2,-1,6776.0,Healthy
2,340,6831.0,Healthy
2,-1,7022.0,Healthy
2,-1,7075.0,Healthy
2,260,7261.0,Healthy
2,-1,6749.0,Healthy
2,340,4187.0,Healthy
2,340,4159.0,Healthy
2,-1,4435.0,Healthy
2,-1,4573.0,Healthy
2,260,4628.0,Healthy
2,260,4819.0,Healthy
2,-1,4922.0,Healthy
2,-1,4950.0,Healthy
2,-1,4380.0,Healthy
3,-1,5497.0,Healthy
3,-1,5466.0,Healthy
3,-1,5436.0,Healthy
3,-1,7325.0,Healthy
3,-1,7294.0,Healthy
3,341,7266.0,Healthy
3,341,7242.0,Healthy
3,-1,7214.0,Healthy
3,-1,7159.0,Healthy
3,-1,7131.0,Healthy
3,-1,7101.0,Healthy
3,-1,7073.0,Healthy
3,-1,7046.0,Healthy
3,-1,7018.0,Healthy
0,-1,6990.0,Healthy
1,-1,6966.0,Healthy
0,-1,6938.0,Healthy
0,-1,6911.0,Healthy
3,-1,7187.0,Healthy
3,-1,7561.0,Healthy
3,-1,7497.0,Healthy
3,-1,7469.0,Healthy
3,-1,5012.0,Healthy
3,-1,5040.0,Healthy
3,-1,7352.0,Healthy
3,-1,5067.0,Healthy
3,-1,5095.0,Healthy
3,-1,5123.0,Healthy
3,-1,5150.0,Healthy
3,341,5181.0,Healthy
3,341,5209.0,Healthy
3,-1,7530.0,Healthy
3,-1,5236.0,Healthy
3,-1,5294.0,Healthy
3,-1,5322.0,Healthy
3,-1,5350.0,Healthy
3,-1,5377.0,Healthy
3,-1,5408.0,Healthy
1,-1,6886.0,Healthy
3,-1,7383.0,Healthy
3,-1,7411.0,Healthy
3,-1,7441.0,Healthy
3,-1,5267.0,Healthy
0,18,6861.0,Healthy
3,-1,9143.0,Healthy
0,-1,6809.0,Healthy
0,-1,12221.0,Healthy
1,-1,12251.0,Healthy
0,-1,12276.0,Healthy
3,-1,12301.0,Healthy
3,-1,12331.0,Healthy
3,-1,12359.0,Healthy
3,-1,12386.0,Healthy
3,-1,12417.0,Healthy
3,-1,12445.0,Healthy
3,-1,12472.0,Healthy
3,-1,12500.0,Healthy
3,341,12528.0,Healthy
3,341,12555.0,Healthy
3,-1,12583.0,Healthy
3,-1,12610.0,Healthy
3,-1,12638.0,Healthy
3,-1,12666.0,Healthy
3,-1,12696.0,Healthy
3,-1,12724.0,Healthy
3,-1,12751.0,Healthy
3,-1,12779.0,Healthy
3,-1,12810.0,Healthy
3,-1,12837.0,Healthy
0,-1,12193.0,Healthy
1,-1,12162.0,Healthy
0,18,12135.0,Healthy
0,-1,12107.0,Healthy
0,-1,6782.0,Healthy
0,18,6769.0,Healthy
0,18,6763.0,Healthy
3,-1,9543.0,Healthy
3,-1,9574.0,Healthy
3,341,9602.0,Healthy
3,341,9629.0,Healthy
3,-1,9657.0,Healthy
3,-1,9684.0,Healthy
3,-1,9712.0,Healthy
3,-1,9740.0,Healthy
0,-1,6834.0,Healthy
3,-1,9767.0,Healthy
3,-1,9825.0,Healthy
3,-1,9853.0,Healthy
3,-1,9884.0,Healthy
3,-1,9914.0,Healthy
3,-1,4988.0,Healthy
0,18,7898.0,Healthy
0,18,7928.0,Healthy
0,18,11984.0,Healthy
0,18,12018.0,Healthy
0,-1,12049.0,Healthy
0,-1,12080.0,Healthy
3,-1,9798.0,Healthy
3,-1,4957.0,Healthy
0,-1,7990.0,Healthy
1,-1,4902.0,Healthy
3,-1,9378.0,Healthy
3,-1,9408.0,Healthy
3,-1,9433.0,Healthy
3,-1,9460.0,Healthy
3,-1,9488.0,Healthy
0,-1,4929.0,Healthy
0,18,12840.0,Healthy
0,-1,12870.0,Healthy
0,-1,12901.0,Healthy
0,-1,12926.0,Healthy
0,18,12953.0,Healthy
1,-1,12981.0,Healthy
0,-1,13012.0,Healthy
0,-1,13039.0,Healthy
1,-1,13067.0,Healthy
0,-1,13094.0,Healthy
3,-1,13582.0,Healthy
3,-1,13613.0,Healthy
3,-1,13638.0,Healthy
3,-1,13665.0,Healthy
3,-1,13690.0,Healthy
3,-1,13717.0,Healthy
3,-1,13745.0,Healthy
3,-1,13773.0,Healthy
3,341,13797.0,Healthy
3,341,13825.0,Healthy
3,-1,13852.0,Healthy
3,-1,13877.0,Healthy
3,-1,13905.0,Healthy
0,-1,8929.0,Healthy
1,-1,8902.0,Healthy
0,-1,8874.0,Healthy
0,-1,8847.0,Healthy
3,-1,9118.0,Healthy
3,-1,9090.0,Healthy
3,-1,9060.0,Healthy
0,-1,9032.0,Healthy
1,-1,9004.0,Healthy
0,-1,8977.0,Healthy
0,-1,8949.0,Healthy
1,-1,8922.0,Healthy
3,-1,9201.0,Healthy
3,-1,9228.0,Healthy
3,-1,9256.0,Healthy
3,341,9284.0,Healthy
3,341,9311.0,Healthy
3,-1,9339.0,Healthy
3,-1,13932.0,Healthy
3,-1,9366.0,Healthy
3,-1,9425.0,Healthy
3,-1,9452.0,Healthy
3,-1,9480.0,Healthy
3,-1,9511.0,Healthy
3,-1,9538.0,Healthy
3,-1,9566.0,Healthy
3,-1,9597.0,Healthy
0,18,8644.0,Healthy
0,18,8678.0,Healthy
0,-1,8706.0,Healthy
0,-1,8736.0,Healthy
0,-1,8764.0,Healthy
0,18,8791.0,Healthy
1,-1,8819.0,Healthy
3,-1,9394.0,Healthy
3,-1,13960.0,Healthy
0,18,12809.0,Healthy
3,-1,14015.0,Healthy
3,-1,8662.0,Healthy
3,-1,8631.0,Healthy
3,-1,8603.0,Healthy
3,-1,8576.0,Healthy
3,-1,8545.0,Healthy
3,-1,8517.0,Healthy
3,-1,13987.0,Healthy
3,-1,8490.0,Healthy
3,341,8462.0,Healthy
3,341,8435.0,Healthy
3,-1,8407.0,Healthy
3,-1,8379.0,Healthy
3,-1,8352.0,Healthy
3,-1,8324.0,Healthy
3,-1,8689.0,Healthy
3,-1,8294.0,Healthy
3,-1,8241.0,Healthy
3,-1,8211.0,Healthy
0,-1,8183.0,Healthy
1,-1,8155.0,Healthy
0,-1,8128.0,Healthy
0,-1,8100.0,Healthy
1,-1,8073.0,Healthy
0,18,8045.0,Healthy
0,-1,8017.0,Healthy
3,-1,9173.0,Healthy
0,-1,7962.0,Healthy
0,18,4794.0,Healthy
1,-1,4822.0,Healthy
0,-1,4877.0,Healthy
3,-1,8269.0,Healthy
3,-1,8717.0,Healthy
0,-1,4850.0,Healthy
3,-1,9516.0,Healthy
0,18,8747.0,Healthy
0,-1,4715.0,Healthy
0,-1,4742.0,Healthy
0,18,4684.0,Healthy
3,-1,8748.0,Healthy
3,-1,14070.0,Healthy
3,-1,14058.0,Healthy
0,18,4653.0,Healthy
0,18,8777.0,Healthy
0,-1,4767.0,Healthy
0,-1,8811.0,Healthy
0,18,8894.0,Healthy
0,-1,8839.0,Healthy
0,-1,8866.0,Healthy
3,-1,14043.0,Healthy
3,-1,0.0,Critical
3,-1,27.0,Critical
0,-1,52.0,Critical
0,342,104.0,Critical
0,-1,131.0,Critical
0,342,159.0,Low
0,342,187.0,Low
0,-1,242.0,Low
0,343,269.0,Low
0,-1,76.0,Critical
0,343,214.0,Low
0,344,6902.0,Healthy
0,-1,6957.0,Healthy
0,56,6585.0,Healthy
0,-1,6613.0,Healthy
0,56,6097.0,Healthy
0,-1,6665.0,Healthy
0,-1,6693.0,Healthy
0,-1,6717.0,Healthy
0,-1,6984.0,Healthy
0,-1,6742.0,Healthy
0,-1,6794.0,Healthy
0,-1,6819.0,Healthy
0,-1,6843.0,Healthy
0,344,6874.0,Healthy
0,56,297.0,Low
0,344,6929.0,Healthy
0,-1,6766.0,Healthy
0,-1,325.0,Low
0,-1,435.0,Medium
0,-1,380.0,Low
0,342,6275.0,Healthy
0,-1,6247.0,Healthy
0,342,6223.0,Healthy
0,-1,6195.0,Healthy
0,-1,6168.0,Healthy
0,-1,687.0,Medium
0,-1,714.0,Medium
0,-1,742.0,Medium
0,-1,769.0,Medium
0,344,797.0,Medium
0,344,825.0,Healthy
0,344,852.0,Healthy
0,-1,880.0,Healthy
3,-1,6140.0,Healthy
0,-1,907.0,Healthy
0,342,6300.0,Healthy
0,-1,352.0,Low
0,343,6327.0,Healthy
0,56,6404.0,Healthy
0,56,407.0,Medium
0,-1,463.0,Medium
0,56,490.0,Medium
0,-1,518.0,Medium
0,56,549.0,Medium
0,-1,576.0,Medium
0,-1,604.0,Medium
0,-1,631.0,Medium
0,-1,659.0,Medium
0,-1,6561.0,Healthy
0,-1,6533.0,Healthy
0,56,6508.0,Healthy
0,-1,6481.0,Healthy
0,-1,6456.0,Healthy
0,-1,6432.0,Healthy
0,343,6379.0,Healthy
0,-1,6352.0,Healthy
3,-1,6113.0,Healthy
0,-1,8989.0,Healthy
3,-1,8514.0,Healthy
0,-1,6870.0,Healthy
0,-1,6898.0,Healthy
0,-1,6922.0,Healthy
0,-1,6944.0,Healthy
0,-1,6969.0,Healthy
0,-1,6996.0,Healthy
0,-1,7021.0,Healthy
0,-1,7048.0,Healthy
0,344,7076.0,Healthy
0,344,7104.0,Healthy
0,344,7131.0,Healthy
0,-1,7159.0,Healthy
0,-1,7183.0,Healthy
3,-1,8541.0,Healthy
0,-1,8962.0,Healthy
0,56,9017.0,Healthy
0,-1,9416.0,Healthy
0,344,9388.0,Healthy
0,344,9357.0,Healthy
0,344,9330.0,Healthy
0,-1,9302.0,Healthy
0,-1,9271.0,Healthy
0,-1,9244.0,Healthy
0,-1,9216.0,Healthy
0,-1,9189.0,Healthy
0,-1,9158.0,Healthy
0,-1,9130.0,Healthy
0,-1,9103.0,Healthy
0,56,9075.0,Healthy
0,-1,9443.0,Healthy
3,-1,4855.0,Healthy
0,-1,8569.0,Healthy
0,342,8624.0,Healthy
0,56,6790.0,Healthy
0,-1,6766.0,Healthy
0,-1,6738.0,Healthy
0,56,6711.0,Healthy
0,-1,6683.0,Healthy
0,-1,6658.0,Healthy
0,-1,6631.0,Healthy
0,56,6603.0,Healthy
0,343,6579.0,Healthy
0,-1,6551.0,Healthy
0,343,6523.0,Healthy
0,342,6496.0,Healthy
0,342,6468.0,Healthy
0,-1,6441.0,Healthy
0,-1,8597.0,Healthy
0,342,6413.0,Healthy
0,-1,6358.0,Healthy
3,-1,6330.0,Healthy
3,-1,6306.0,Healthy
0,56,8934.0,Healthy
0,-1,8903.0,Healthy
0,-1,8876.0,Healthy
0,-1,8848.0,Healthy
0,56,8821.0,Healthy
0,343,8793.0,Healthy
0,-1,8765.0,Healthy
0,343,8738.0,Healthy
0,342,8710.0,Healthy
0,342,8683.0,Healthy
0,-1,8655.0,Healthy
0,-1,6385.0,Healthy
3,-1,4882.0,Healthy
0,-1,4907.0,Healthy
0,-1,4934.0,Healthy
0,-1,684.0,Medium
0,-1,660.0,Medium
0,-1,635.0,Medium
0,-1,608.0,Medium
0,-1,580.0,Medium
0,-1,555.0,Medium
0,-1,528.0,Medium
0,-1,503.0,Medium
0,56,476.0,Medium
0,-1,448.0,Medium
0,56,423.0,Medium
0,-1,396.0,Low
0,-1,368.0,Low
0,56,341.0,Low
0,344,712.0,Medium
0,-1,316.0,Low
0,-1,264.0,Low
0,56,236.0,Low
0,343,212.0,Low
0,-1,184.0,Low
0,343,159.0,Low
0,342,135.0,Critical
0,342,107.0,Critical
0,-1,80.0,Critical
0,342,55.0,Critical
0,-1,27.0,Critical
0,-1,0.0,Critical
3,-1,10207.0,Healthy
3,-1,10183.0,Healthy
0,-1,9044.0,Healthy
0,-1,288.0,Low
0,344,740.0,Medium
0,344,764.0,Medium
0,-1,792.0,Medium
0,342,4962.0,Healthy
0,-1,4990.0,Healthy
0,342,5017.0,Healthy
0,342,5045.0,Healthy
0,343,5072.0,Healthy
0,-1,5097.0,Healthy
0,343,5125.0,Healthy
0,56,5152.0,Healthy
0,-1,5180.0,Healthy
0,-1,5207.0,Healthy
0,-1,5235.0,Healthy
0,56,5263.0,Healthy
0,-1,5290.0,Healthy
0,-1,5318.0,Healthy
0,56,5345.0,Healthy
0,-1,5373.0,Healthy
0,56,5401.0,Healthy
0,-1,816.0,Healthy
0,-1,5756.0,Healthy
0,-1,5732.0,Healthy
0,344,5704.0,Healthy
0,344,5677.0,Healthy
0,344,5649.0,Healthy
0,-1,6818.0,Healthy
0,-1,5621.0,Healthy
0,-1,5566.0,Healthy
0,-1,5539.0,Healthy
0,-1,5511.0,Healthy
0,-1,5483.0,Healthy
0,-1,5456.0,Healthy
0,-1,5428.0,Healthy
0,-1,5594.0,Healthy
0,56,6846.0,Healthy
1,-1,1039.0,Healthy
1,-1,9007.0,Healthy
0,-1,4461.0,Healthy
0,-1,4519.0,Healthy
0,-1,4492.0,Healthy
0,-1,4547.0,Healthy
0,56,4574.0,Healthy
0,-1,4605.0,Healthy
1,-1,4633.0,Healthy
1,12,4660.0,Healthy
1,345,4688.0,Healthy
1,345,4719.0,Healthy
1,345,4746.0,Healthy
0,-1,4774.0,Healthy
1,-1,4804.0,Healthy
0,42,4832.0,Healthy
0,-1,8450.0,Healthy
0,-1,8477.0,Healthy
0,-1,8533.0,Healthy
0,-1,8505.0,Healthy
0,-1,8560.0,Healthy
0,56,8588.0,Healthy
0,-1,8612.0,Healthy
1,-1,8640.0,Healthy
1,12,8668.0,Healthy
1,345,8695.0,Healthy
1,345,8726.0,Healthy
1,345,8754.0,Healthy
0,-1,8781.0,Healthy
0,42,8833.0,Healthy
0,-1,8422.0,Healthy
1,-1,914.0,Healthy
0,42,1111.0,Healthy
0,346,395.0,Low
0,346,368.0,Low
0,347,339.0,Low
0,347,313.0,Low
0,-1,288.0,Low
0,-1,264.0,Low
0,-1,239.0,Low
0,-1,9670.0,Healthy
0,-1,9725.0,Healthy
0,-1,421.0,Medium
0,56,9753.0,Healthy
1,-1,9808.0,Healthy
1,12,9836.0,Healthy
1,345,9863.0,Healthy
1,345,9894.0,Healthy
1,345,9922.0,Healthy
0,-1,9949.0,Healthy
1,-1,9977.0,Healthy
0,42,10004.0,Healthy
0,42,865.0,Healthy
0,-1,9780.0,Healthy
0,-1,448.0,Medium
0,-1,477.0,Medium
0,-1,501.0,Medium
1,-1,1083.0,Healthy
0,-1,1055.0,Healthy
1,345,1028.0,Healthy
1,345,1000.0,Healthy
1,345,973.0,Healthy
1,12,945.0,Healthy
0,-1,4430.0,Healthy
0,-1,887.0,Healthy
0,56,859.0,Healthy
0,-1,831.0,Healthy
0,-1,776.0,Medium
0,-1,804.0,Healthy
0,-1,749.0,Medium
0,-1,721.0,Medium
0,-1,693.0,Medium
0,348,666.0,Medium
0,348,638.0,Medium
0,348,611.0,Medium
0,-1,583.0,Medium
0,349,556.0,Medium
0,349,530.0,Medium
0,42,1882.0,Healthy
0,348,4372.0,Healthy
0,-1,4403.0,Healthy
0,348,8560.0,Healthy
0,347,80.0,Critical
0,-1,52.0,Critical
0,-1,25.0,Critical
0,-1,0.0,Critical
1,-1,1858.0,Healthy
0,-1,1830.0,Healthy
1,345,1805.0,Healthy
1,345,1778.0,Healthy
1,345,1753.0,Healthy
1,12,1729.0,Healthy
1,-1,1704.0,Healthy
0,348,4344.0,Healthy
0,-1,1679.0,Healthy
0,56,1655.0,Healthy
0,-1,1633.0,Healthy
0,347,106.0,Critical
0,-1,1584.0,Healthy
0,346,133.0,Critical
0,-1,184.0,Low
0,-1,592.0,Medium
0,-1,537.0,Medium
0,-1,565.0,Medium
0,-1,509.0,Medium
0,-1,482.0,Medium
0,-1,454.0,Medium
0,348,427.0,Medium
0,348,399.0,Low
0,348,371.0,Low
0,-1,344.0,Low
0,349,317.0,Low
0,349,291.0,Low
0,-1,264.0,Low
0,-1,237.0,Low
0,-1,211.0,Low
0,346,160.0,Low
0,56,620.0,Medium
0,-1,1609.0,Healthy
0,42,9063.0,Healthy
0,-1,1096.0,Healthy
0,-1,1123.0,Healthy
0,347,1151.0,Healthy
0,347,1178.0,Healthy
0,346,1204.0,Healthy
0,346,1231.0,Healthy
0,-1,1257.0,Healthy
0,-1,1284.0,Healthy
0,-1,1311.0,Healthy
0,-1,1337.0,Healthy
0,349,1364.0,Healthy
0,349,1390.0,Healthy
0,-1,1415.0,Healthy
0,348,1440.0,Healthy
0,348,1464.0,Healthy
0,-1,1068.0,Healthy
0,-1,1559.0,Healthy
0,-1,1538.0,Healthy
0,348,8619.0,Healthy
1,-1,9036.0,Healthy
0,-1,9008.0,Healthy
1,345,8981.0,Healthy
1,345,8953.0,Healthy
1,345,8922.0,Healthy
1,12,8895.0,Healthy
1,-1,8867.0,Healthy
0,-1,8839.0,Healthy
0,56,8812.0,Healthy
0,-1,8784.0,Healthy
0,-1,8729.0,Healthy
0,-1,8757.0,Healthy
0,-1,8701.0,Healthy
0,-1,8674.0,Healthy
0,-1,8646.0,Healthy
0,348,8591.0,Healthy
0,-1,644.0,Medium
0,-1,1513.0,Healthy
0,-1,8533.0,Healthy
0,349,8285.0,Healthy
0,349,8259.0,Healthy
0,-1,8232.0,Healthy
0,-1,8205.0,Healthy
0,-1,8179.0,Healthy
0,-1,8152.0,Healthy
0,346,8128.0,Healthy
0,346,8101.0,Healthy
0,347,8074.0,Healthy
0,347,8048.0,Healthy
0,-1,8020.0,Healthy
0,-1,7993.0,Healthy
0,-1,7968.0,Healthy
0,-1,9698.0,Healthy
0,-1,9642.0,Healthy
0,-1,8312.0,Healthy
0,-1,9615.0,Healthy
0,348,8339.0,Healthy
0,348,8395.0,Healthy
0,348,4314.0,Healthy
0,-1,4283.0,Healthy
0,349,4256.0,Healthy
0,349,4230.0,Healthy
0,-1,4201.0,Healthy
0,-1,4174.0,Healthy
0,-1,4148.0,Healthy
0,-1,4121.0,Healthy
0,346,4092.0,Healthy
0,346,4066.0,Healthy
0,347,4039.0,Healthy
0,347,4011.0,Healthy
0,-1,3986.0,Healthy
0,-1,3948.0,Healthy
0,-1,12457.0,Healthy
0,348,8367.0,Healthy
0,-1,9587.0,Healthy
0,348,9560.0,Healthy
0,348,9532.0,Healthy
1,12,700.0,Medium
1,-1,672.0,Medium
0,-1,8181.0,Healthy
0,-1,8209.0,Healthy
0,-1,8237.0,Healthy
0,347,8265.0,Healthy
0,347,8291.0,Healthy
0,346,8318.0,Healthy
0,346,8347.0,Healthy
0,-1,8373.0,Healthy
0,-1,8400.0,Healthy
0,-1,8426.0,Healthy
0,-1,8453.0,Healthy
0,349,8480.0,Healthy
0,349,8506.0,Healthy
1,345,727.0,Medium
1,345,758.0,Medium
1,345,786.0,Medium
0,-1,813.0,Healthy
0,348,9501.0,Healthy
0,-1,9474.0,Healthy
0,349,9447.0,Healthy
0,349,9421.0,Healthy
0,-1,9394.0,Healthy
0,-1,9367.0,Healthy
0,-1,9341.0,Healthy
0,348,1489.0,Healthy
0,-1,9314.0,Healthy
0,346,9259.0,Healthy
0,347,9232.0,Healthy
0,347,9206.0,Healthy
0,-1,9178.0,Healthy
0,-1,9150.0,Healthy
0,-1,9122.0,Healthy
0,346,9288.0,Healthy
0,-1,7106.0,Healthy
0,350,7133.0,Healthy
0,350,1771.0,Healthy
0,-1,3568.0,Healthy
0,-1,2332.0,Healthy
0,-1,2360.0,Healthy
0,53,2387.0,Healthy
0,54,2415.0,Healthy
0,-1,2442.0,Healthy
0,-1,2470.0,Healthy
0,-1,2498.0,Healthy
0,53,2525.0,Healthy
0,-1,2550.0,Healthy
0,-1,2577.0,Healthy
0,-1,2605.0,Healthy
0,-1,2630.0,Healthy
0,-1,4703.0,Healthy
0,350,4727.0,Healthy
0,-1,4755.0,Healthy
0,-1,4773.0,Healthy
0,-1,4798.0,Healthy
0,351,4825.0,Healthy
0,351,4850.0,Healthy
0,351,4878.0,Healthy
0,-1,4905.0,Healthy
0,352,4930.0,Healthy
1,352,4954.0,Healthy
0,-1,5260.0,Healthy
0,-1,5288.0,Healthy
0,-1,5316.0,Healthy
0,53,5343.0,Healthy
0,54,5371.0,Healthy
0,-1,5398.0,Healthy
0,-1,2304.0,Healthy
0,-1,3595.0,Healthy
1,352,1998.0,Healthy
0,-1,1949.0,Healthy
0,-1,3540.0,Healthy
0,-1,3513.0,Healthy
0,53,3485.0,Healthy
0,-1,3457.0,Healthy
0,-1,3430.0,Healthy
0,-1,3402.0,Healthy
0,54,3375.0,Healthy
0,53,3347.0,Healthy
0,-1,3319.0,Healthy
0,-1,3292.0,Healthy
0,-1,3264.0,Healthy
1,352,3236.0,Healthy
0,352,3209.0,Healthy
0,-1,3184.0,Healthy
0,351,3157.0,Healthy
0,351,3129.0,Healthy
0,351,3101.0,Healthy
0,-1,3074.0,Healthy
0,-1,3046.0,Healthy
0,-1,3028.0,Healthy
0,350,3000.0,Healthy
0,-1,2973.0,Healthy
0,-1,1747.0,Healthy
0,-1,1799.0,Healthy
0,-1,1817.0,Healthy
0,-1,1842.0,Healthy
0,351,1869.0,Healthy
0,351,1894.0,Healthy
0,351,1922.0,Healthy
0,352,1974.0,Healthy
0,-1,7161.0,Healthy
0,-1,4629.0,Healthy
0,-1,5561.0,Healthy
0,-1,7179.0,Healthy
0,-1,7207.0,Healthy
0,351,7231.0,Healthy
0,351,7259.0,Healthy
0,351,7287.0,Healthy
0,-1,7314.0,Healthy
0,352,7339.0,Healthy
1,352,7366.0,Healthy
0,-1,3598.0,Healthy
0,-1,3626.0,Healthy
0,-1,3654.0,Healthy
0,53,3681.0,Healthy
0,54,3709.0,Healthy
0,-1,3736.0,Healthy
0,-1,3764.0,Healthy
0,-1,3792.0,Healthy
0,53,3819.0,Healthy
0,-1,3847.0,Healthy
0,-1,3871.0,Healthy
0,-1,3899.0,Healthy
0,-1,3927.0,Healthy
0,53,4681.0,Healthy
0,-1,3464.0,Healthy
0,-1,5426.0,Healthy
0,350,3491.0,Healthy
0,-1,5454.0,Healthy
0,-1,5506.0,Healthy
0,-1,4654.0,Healthy
0,-1,4601.0,Healthy
0,54,4574.0,Healthy
0,53,4549.0,Healthy
0,-1,4522.0,Healthy
0,-1,4494.0,Healthy
0,-1,4466.0,Healthy
1,352,4441.0,Healthy
0,352,4414.0,Healthy
0,-1,2289.0,Healthy
0,351,4362.0,Healthy
0,351,4334.0,Healthy
0,351,4306.0,Healthy
0,-1,4279.0,Healthy
0,-1,4251.0,Healthy
0,-1,4233.0,Healthy
0,350,4205.0,Healthy
0,-1,4178.0,Healthy
0,-1,4733.0,Healthy
0,-1,4761.0,Healthy
0,-1,4789.0,Healthy
0,-1,5586.0,Healthy
0,-1,5533.0,Healthy
0,53,5481.0,Healthy
0,-1,3519.0,Healthy
0,-1,4709.0,Healthy
0,-1,3562.0,Healthy
0,53,3112.0,Healthy
0,-1,3195.0,Healthy
0,-1,3029.0,Healthy
0,351,3645.0,Healthy
1,352,3727.0,Healthy
0,352,3700.0,Healthy
0,-1,3537.0,Healthy
0,-1,3672.0,Healthy
0,54,3140.0,Healthy
0,-1,3167.0,Healthy
0,-1,3222.0,Healthy
0,53,3250.0,Healthy
0,-1,3278.0,Healthy
0,-1,3302.0,Healthy
0,-1,3330.0,Healthy
0,-1,3357.0,Healthy
0,351,3617.0,Healthy
0,351,3589.0,Healthy
0,-1,3084.0,Healthy
0,-1,3057.0,Healthy
0,-1,1427.0,Healthy
0,353,1510.0,Healthy
0,354,1483.0,Healthy
0,-1,1400.0,Healthy
0,353,1535.0,Healthy
0,-1,1562.0,Healthy
0,-1,1455.0,Healthy
0,-1,1375.0,Healthy
0,-1,1216.0,Healthy
0,-1,1323.0,Healthy
0,-1,860.0,Healthy
0,350,888.0,Healthy
0,-1,915.0,Healthy
0,-1,940.0,Healthy
0,-1,967.0,Healthy
0,-1,992.0,Healthy
0,-1,1019.0,Healthy
